campaign_id,impressions,clicks,conversions,cost,avg_conversion_value,has_lift_test,lift_test_data,has_geo_experiment,geo_data,lift_test_control_conversions,lift_test_treatment_conversions,lift_test_control_size,lift_test_treatment_size,geo_treatment_pre_conversions,geo_treatment_post_conversions,geo_control_pre_conversions,geo_control_post_conversions,geo_treatment_regions,geo_control_regions,baseline_conversions,true_incremental_conversions,true_iROAS,availability_type
campaign_0093,675031,8770,505,15643.11,222.0,True,"{'control_conversions': 9, 'treatment_conversions': 39, 'control_size': 59090, 'treatment_size': 59091}",False,,9,39,59090,59091,,,,,,,224.9501,285.6114,4.0533,lift_only
campaign_0094,1926598,41684,2182,80192.76,87.79,False,,True,"{'treatment_pre_conversions': 170.96656755824097, 'treatment_post_conversions': 1606.8600683036373, 'control_pre_conversions': 149.47479641330003, 'control_post_conversions': 160.3576902046606, 'treatment_regions': 6, 'control_regions': 8}",,,,,170.96656755824097,1606.8600683036373,149.47479641330003,160.3576902046606,6,8,685.4371,1465.9838,1.6048,geo_only
campaign_0095,1734783,23977,2216,68526.44,177.95,False,,True,"{'treatment_pre_conversions': 373.3540059121073, 'treatment_post_conversions': 1254.6992274060074, 'control_pre_conversions': 353.8621695757387, 'control_post_conversions': 326.2933618580836, 'treatment_regions': 6, 'control_regions': 5}",,,,,373.3540059121073,1254.6992274060074,353.8621695757387,326.2933618580836,6,5,1105.173,1120.101,2.9086,geo_only
campaign_0096,434096,9354,472,38567.15,53.38,True,"{'control_conversions': 13, 'treatment_conversions': 43, 'control_size': 35819, 'treatment_size': 35819}",False,,13,43,35819,35819,,,,,,,157.1411,298.6425,0.4133,lift_only
campaign_0097,1622251,32772,3794,77035.15,216.38,True,"{'control_conversions': 195, 'treatment_conversions': 347, 'control_size': 149938, 'treatment_size': 149938}",False,,195,347,149938,149938,,,,,,,2128.3267,1653.5162,4.6446,lift_only
campaign_0098,375240,4601,509,10200.93,98.64,False,,False,,,,,,,,,,,,295.7179,229.5178,2.2193,neither
campaign_0099,754497,17762,591,28855.17,112.97,True,"{'control_conversions': 27, 'treatment_conversions': 32, 'control_size': 39958, 'treatment_size': 39958}",True,"{'treatment_pre_conversions': 119.51305077599503, 'treatment_post_conversions': 186.4906287715209, 'control_pre_conversions': 128.44960483530596, 'control_post_conversions': 143.52948068178944, 'treatment_regions': 7, 'control_regions': 8}",27,32,39958,39958,119.51305077599503,186.4906287715209,128.44960483530596,143.52948068178944,7,8,506.3286,74.5183,0.2917,both
campaign_0100,1315378,15284,1493,23586.69,97.41,False,,True,"{'treatment_pre_conversions': 353.1174962463886, 'treatment_post_conversions': 530.3973118503444, 'control_pre_conversions': 320.8972817108615, 'control_post_conversions': 336.75876940118326, 'treatment_regions': 6, 'control_regions': 5}",,,,,353.1174962463886,530.3973118503444,320.8972817108615,336.75876940118326,6,5,1332.7637,198.8667,0.8213,geo_only
campaign_0101,802654,26617,2306,92565.68,135.18,False,,True,"{'treatment_pre_conversions': 361.9098017828312, 'treatment_post_conversions': 1189.6802547208674, 'control_pre_conversions': 312.0641429510495, 'control_post_conversions': 339.143815089509, 'treatment_regions': 7, 'control_regions': 10}",,,,,361.9098017828312,1189.6802547208674,312.0641429510495,339.143815089509,7,10,1407.0742,847.8744,1.2382,geo_only
campaign_0102,1324377,12640,954,20682.12,138.48,False,,True,"{'treatment_pre_conversions': 239.2735817774034, 'treatment_post_conversions': 488.1376002977302, 'control_pre_conversions': 181.54516529360453, 'control_post_conversions': 162.82414571697706, 'treatment_regions': 4, 'control_regions': 10}",,,,,239.2735817774034,488.1376002977302,181.54516529360453,162.82414571697706,4,10,698.649,256.396,1.7167,geo_only
campaign_0103,320178,7867,560,29208.17,135.35,False,,True,"{'treatment_pre_conversions': 31.03111964323947, 'treatment_post_conversions': 388.95738631193325, 'control_pre_conversions': 30.490497579355438, 'control_post_conversions': 31.54438748891546, 'treatment_regions': 10, 'control_regions': 7}",,,,,31.03111964323947,388.95738631193325,30.490497579355438,31.54438748891546,10,7,156.2525,407.0561,1.8863,geo_only
campaign_0104,1757657,41745,3974,58237.73,110.09,False,,False,,,,,,,,,,,,3671.6111,222.6769,0.4209,neither
campaign_0105,1893723,24193,1558,60677.41,58.54,False,,True,"{'treatment_pre_conversions': 425.67251905668707, 'treatment_post_conversions': 546.0652099270759, 'control_pre_conversions': 426.1783492396983, 'control_post_conversions': 427.59236274330414, 'treatment_regions': 8, 'control_regions': 9}",,,,,425.67251905668707,546.0652099270759,426.1783492396983,427.59236274330414,8,9,1477.6657,93.9508,0.0906,geo_only
campaign_0106,1851363,44929,3671,118466.18,67.11,True,"{'control_conversions': 273, 'treatment_conversions': 333, 'control_size': 176948, 'treatment_size': 176948}",True,"{'treatment_pre_conversions': 926.2740973242329, 'treatment_post_conversions': 1604.2097224991528, 'control_pre_conversions': 732.9527319037015, 'control_post_conversions': 695.3294295552847, 'treatment_regions': 5, 'control_regions': 4}",273,333,176948,176948,926.2740973242329,1604.2097224991528,732.9527319037015,695.3294295552847,5,4,3015.3684,607.2453,0.344,both
campaign_0107,970705,16081,522,38813.67,143.44,True,"{'control_conversions': 22, 'treatment_conversions': 9, 'control_size': 33235, 'treatment_size': 33236}",True,"{'treatment_pre_conversions': 108.6501188663971, 'treatment_post_conversions': 206.81101768095897, 'control_pre_conversions': 96.97370680347757, 'control_post_conversions': 100.55220348686422, 'treatment_regions': 4, 'control_regions': 9}",22,9,33235,33236,108.6501188663971,206.81101768095897,96.97370680347757,100.55220348686422,4,9,402.5576,102.3041,0.3781,both
campaign_0108,778964,8881,708,20040.36,67.76,False,,False,,,,,,,,,,,,328.3454,386.3118,1.3061,neither
campaign_0109,607763,10783,1413,27667.18,83.94,False,,False,,,,,,,,,,,,873.5083,507.3972,1.5394,neither
campaign_0110,113877,1948,181,6107.66,138.53,True,"{'control_conversions': 3, 'treatment_conversions': 16, 'control_size': 6817, 'treatment_size': 6817}",False,,3,16,6817,6817,,,,,,,79.4595,99.2356,2.2508,lift_only
campaign_0111,1349913,11823,1194,15735.49,52.07,False,,False,,,,,,,,,,,,877.8087,312.2203,1.0333,neither
campaign_0112,1456123,25701,2572,59130.19,195.78,True,"{'control_conversions': 77, 'treatment_conversions': 84, 'control_size': 54624, 'treatment_size': 54625}",True,"{'treatment_pre_conversions': 627.0780097809063, 'treatment_post_conversions': 953.1551306363347, 'control_pre_conversions': 619.5460099849778, 'control_post_conversions': 655.9243633077855, 'treatment_regions': 9, 'control_regions': 6}",77,84,54624,54625,627.0780097809063,953.1551306363347,619.5460099849778,655.9243633077855,9,6,2293.3471,292.9949,0.9701,both
campaign_0113,1825420,61081,5418,123951.05,146.54,True,"{'control_conversions': 233, 'treatment_conversions': 368, 'control_size': 123381, 'treatment_size': 123381}",True,"{'treatment_pre_conversions': 932.7171997928089, 'treatment_post_conversions': 2931.6741482427965, 'control_pre_conversions': 721.578916099032, 'control_post_conversions': 711.3795111640945, 'treatment_regions': 8, 'control_regions': 6}",233,368,123381,123381,932.7171997928089,2931.6741482427965,721.578916099032,711.3795111640945,8,6,3371.1425,1973.0172,2.3325,both
campaign_0114,1043391,13616,795,41696.98,242.32,False,,False,,,,,,,,,,,,718.6813,88.0887,0.5119,neither
campaign_0115,329430,6403,769,17340.76,45.99,True,"{'control_conversions': 31, 'treatment_conversions': 35, 'control_size': 15666, 'treatment_size': 15667}",True,"{'treatment_pre_conversions': 140.06370506355128, 'treatment_post_conversions': 426.98350226236926, 'control_pre_conversions': 88.93510355180399, 'control_post_conversions': 89.54132365859515, 'treatment_regions': 10, 'control_regions': 10}",31,35,15666,15667,140.06370506355128,426.98350226236926,88.93510355180399,89.54132365859515,10,10,489.0775,282.6535,0.7497,both
campaign_0116,1451588,49427,7182,92419.03,165.95,True,"{'control_conversions': 141, 'treatment_conversions': 206, 'control_size': 45484, 'treatment_size': 45484}",False,,141,206,45484,45484,,,,,,,4380.0574,2729.4797,4.9012,lift_only
campaign_0117,1440459,26789,2142,60465.34,86.76,True,"{'control_conversions': 104, 'treatment_conversions': 129, 'control_size': 76192, 'treatment_size': 76193}",True,"{'treatment_pre_conversions': 625.1727365895608, 'treatment_post_conversions': 760.6846708336328, 'control_pre_conversions': 497.2048214304947, 'control_post_conversions': 504.7379617723899, 'treatment_regions': 5, 'control_regions': 8}",104,129,76192,76193,625.1727365895608,760.6846708336328,497.2048214304947,504.7379617723899,5,8,2080.8024,104.427,0.1498,both
campaign_0118,846795,27927,2056,35138.48,199.28,True,"{'control_conversions': 80, 'treatment_conversions': 203, 'control_size': 75520, 'treatment_size': 75520}",False,,80,203,75520,75520,,,,,,,858.3251,1177.5787,6.6783,lift_only
campaign_0119,1773855,47225,3020,207928.63,214.62,True,"{'control_conversions': 113, 'treatment_conversions': 124, 'control_size': 86567, 'treatment_size': 86568}",False,,113,124,86567,86568,,,,,,,2133.2404,894.2255,0.923,lift_only
campaign_0120,1426938,23755,1195,83739.83,169.57,False,,True,"{'treatment_pre_conversions': 246.35165493307386, 'treatment_post_conversions': 333.16766957782664, 'control_pre_conversions': 258.4279656578041, 'control_post_conversions': 249.65058899134684, 'treatment_regions': 5, 'control_regions': 8}",,,,,246.35165493307386,333.16766957782664,258.4279656578041,249.65058899134684,5,8,1060.4414,119.3366,0.2417,geo_only
campaign_0121,255031,4934,369,17652.11,55.0,True,"{'control_conversions': 18, 'treatment_conversions': 24, 'control_size': 22328, 'treatment_size': 22328}",True,"{'treatment_pre_conversions': 62.23465322304576, 'treatment_post_conversions': 181.65581204513418, 'control_pre_conversions': 40.77002925728966, 'control_post_conversions': 45.81968799673624, 'treatment_regions': 4, 'control_regions': 9}",18,24,22328,22328,62.23465322304576,181.65581204513418,40.77002925728966,45.81968799673624,4,9,239.6731,119.7204,0.3731,both
campaign_0122,1840054,62934,6373,212242.54,143.83,True,"{'control_conversions': 222, 'treatment_conversions': 536, 'control_size': 156221, 'treatment_size': 156221}",False,,222,536,156221,156221,,,,,,,2867.9173,3468.9413,2.3508,lift_only
campaign_0123,1232473,35474,1904,108824.12,149.19,True,"{'control_conversions': 78, 'treatment_conversions': 118, 'control_size': 83894, 'treatment_size': 83895}",False,,78,118,83894,83895,,,,,,,1069.8725,818.5437,1.1222,lift_only
campaign_0124,1304365,13967,675,31444.1,49.48,False,,False,,,,,,,,,,,,304.21,383.3241,0.6031,neither
campaign_0125,1763354,50051,4215,203506.93,135.71,False,,True,"{'treatment_pre_conversions': 813.7441850162372, 'treatment_post_conversions': 2843.7066026616835, 'control_pre_conversions': 626.4999314096463, 'control_post_conversions': 678.9592550382209, 'treatment_regions': 5, 'control_regions': 5}",,,,,813.7441850162372,2843.7066026616835,626.4999314096463,678.9592550382209,5,5,2375.1594,1965.3452,1.3106,geo_only
campaign_0126,778426,13187,813,59429.52,220.84,False,,False,,,,,,,,,,,,550.6831,262.1871,0.9743,neither
campaign_0127,801782,8473,1137,35844.95,190.9,True,"{'control_conversions': 61, 'treatment_conversions': 93, 'control_size': 71615, 'treatment_size': 71616}",False,,61,93,71615,71616,,,,,,,698.6305,447.4122,2.3828,lift_only
campaign_0128,602607,11146,942,11716.64,46.09,False,,False,,,,,,,,,,,,725.4121,232.9186,0.9162,neither
campaign_0129,1147881,10465,721,15674.25,197.58,False,,False,,,,,,,,,,,,584.2846,107.041,1.3493,neither
campaign_0130,1315725,37728,4071,90719.15,117.8,False,,False,,,,,,,,,,,,3216.2621,846.1674,1.0988,neither
campaign_0131,1422322,28285,2576,95692.7,55.08,False,,False,,,,,,,,,,,,916.8308,1590.9121,0.9156,neither
campaign_0132,293920,10021,665,34558.36,69.55,True,"{'control_conversions': 26, 'treatment_conversions': 14, 'control_size': 10499, 'treatment_size': 10500}",False,,26,14,10499,10500,,,,,,,426.4595,209.4189,0.4215,lift_only
campaign_0133,1725889,53851,3778,220471.55,224.72,True,"{'control_conversions': 133, 'treatment_conversions': 155, 'control_size': 61206, 'treatment_size': 61206}",True,"{'treatment_pre_conversions': 1111.4441300530361, 'treatment_post_conversions': 1447.2564208642343, 'control_pre_conversions': 948.6847989635588, 'control_post_conversions': 1004.3274943570036, 'treatment_regions': 4, 'control_regions': 8}",133,155,61206,61206,1111.4441300530361,1447.2564208642343,948.6847989635588,1004.3274943570036,4,8,3551.9538,247.7344,0.2525,both
campaign_0134,1215017,44038,3687,147343.08,168.68,False,,True,"{'treatment_pre_conversions': 1091.4742616010647, 'treatment_post_conversions': 1156.9336614811405, 'control_pre_conversions': 1053.058230047204, 'control_post_conversions': 1111.8070206447949, 'treatment_regions': 5, 'control_regions': 4}",,,,,1091.4742616010647,1156.9336614811405,1053.058230047204,1111.8070206447949,5,4,3748.6163,0.0,0.0,geo_only
campaign_0135,392721,11604,1181,12158.81,206.78,False,,False,,,,,,,,,,,,678.8999,501.2806,8.5249,neither
campaign_0136,1827733,23529,2340,51743.13,191.8,False,,True,"{'treatment_pre_conversions': 309.44799687524926, 'treatment_post_conversions': 1779.0334039737427, 'control_pre_conversions': 275.85654597038143, 'control_post_conversions': 268.88130854830746, 'treatment_regions': 6, 'control_regions': 7}",,,,,309.44799687524926,1779.0334039737427,275.85654597038143,268.88130854830746,6,7,1044.6368,1295.1934,4.8011,geo_only
campaign_0137,467603,6084,422,9823.29,103.31,True,"{'control_conversions': 21, 'treatment_conversions': 22, 'control_size': 37166, 'treatment_size': 37167}",False,,21,22,37166,37167,,,,,,,329.794,85.2666,0.8968,lift_only
campaign_0138,1212638,10773,515,35108.65,54.68,True,"{'control_conversions': 54, 'treatment_conversions': 46, 'control_size': 106288, 'treatment_size': 106288}",True,"{'treatment_pre_conversions': 95.84316784707546, 'treatment_post_conversions': 103.01316522930165, 'control_pre_conversions': 117.23574609066432, 'control_post_conversions': 125.2624974650977, 'treatment_regions': 9, 'control_regions': 10}",54,46,106288,106288,95.84316784707546,103.01316522930165,117.23574609066432,125.2624974650977,9,10,518.4054,5.6487,0.0088,both
campaign_0139,1992317,11794,891,48382.51,241.7,False,,False,,,,,,,,,,,,234.4999,647.3074,3.2337,neither
campaign_0140,797045,10084,448,18472.57,218.31,False,,False,,,,,,,,,,,,392.8698,53.3746,0.6308,neither
campaign_0141,1481520,28411,2651,60051.5,50.34,True,"{'control_conversions': 46, 'treatment_conversions': 112, 'control_size': 57354, 'treatment_size': 57354}",False,,46,112,57354,57354,,,,,,,1007.8889,1621.139,1.359,lift_only
campaign_0142,1213129,33142,1371,139036.04,244.86,False,,False,,,,,,,,,,,,1147.9226,225.5101,0.3972,neither
campaign_0143,1499971,32735,2541,73409.1,166.65,False,,False,,,,,,,,,,,,1886.6079,627.8639,1.4254,neither
campaign_0144,1055271,9610,879,17097.86,49.56,True,"{'control_conversions': 57, 'treatment_conversions': 78, 'control_size': 91486, 'treatment_size': 91486}",False,,57,78,91486,91486,,,,,,,633.1638,270.3578,0.7836,lift_only
campaign_0145,969341,26360,1630,25353.81,94.72,False,,True,"{'treatment_pre_conversions': 397.24797256941383, 'treatment_post_conversions': 668.5825132497944, 'control_pre_conversions': 268.7595350071794, 'control_post_conversions': 264.64476442519674, 'treatment_regions': 6, 'control_regions': 9}",,,,,397.24797256941383,668.5825132497944,268.7595350071794,264.64476442519674,6,9,1314.8892,289.14,1.0802,geo_only
campaign_0146,1045403,16554,1730,40397.37,157.9,False,,False,,,,,,,,,,,,1089.6564,605.6342,2.3672,neither
campaign_0147,1684778,19550,1327,22133.83,184.33,True,"{'control_conversions': 53, 'treatment_conversions': 88, 'control_size': 112795, 'treatment_size': 112796}",False,,53,88,112795,112796,,,,,,,1148.9975,156.6512,1.3046,lift_only
campaign_0148,1158364,28201,2062,25441.01,107.09,False,,True,"{'treatment_pre_conversions': 307.2691123997316, 'treatment_post_conversions': 1029.1130078581152, 'control_pre_conversions': 300.02668870779354, 'control_post_conversions': 295.2226363861321, 'treatment_regions': 4, 'control_regions': 9}",,,,,307.2691123997316,1029.1130078581152,300.02668870779354,295.2226363861321,4,9,1270.9596,765.7561,3.2235,geo_only
campaign_0149,167481,2610,218,6643.67,101.03,False,,False,,,,,,,,,,,,122.5774,83.3964,1.2682,neither
campaign_0150,1134917,26123,2392,36962.7,91.83,False,,False,,,,,,,,,,,,1742.9345,665.548,1.6535,neither
campaign_0151,653496,19582,1826,21715.08,147.48,True,"{'control_conversions': 103, 'treatment_conversions': 133, 'control_size': 55143, 'treatment_size': 55143}",False,,103,133,55143,55143,,,,,,,1490.2761,333.2205,2.2631,lift_only
campaign_0152,1431149,45952,2349,142782.42,202.72,True,"{'control_conversions': 111, 'treatment_conversions': 163, 'control_size': 111788, 'treatment_size': 111788}",False,,111,163,111788,111788,,,,,,,1584.237,786.1651,1.1162,lift_only
campaign_0153,1483254,15381,1833,47125.34,143.31,True,"{'control_conversions': 64, 'treatment_conversions': 99, 'control_size': 76393, 'treatment_size': 76393}",False,,64,99,76393,76393,,,,,,,1136.6861,767.324,2.3334,lift_only
campaign_0154,1748619,60621,2133,206299.74,45.65,True,"{'control_conversions': 129, 'treatment_conversions': 188, 'control_size': 144915, 'treatment_size': 144916}",False,,129,188,144915,144916,,,,,,,1444.3995,724.6368,0.1604,lift_only
campaign_0155,193857,6124,762,10682.65,149.74,False,,True,"{'treatment_pre_conversions': 115.50859061034333, 'treatment_post_conversions': 466.3079196767136, 'control_pre_conversions': 82.03500830225752, 'control_post_conversions': 85.47239946369537, 'treatment_regions': 4, 'control_regions': 4}",,,,,115.50859061034333,466.3079196767136,82.03500830225752,85.47239946369537,4,4,376.3374,382.8937,5.3669,geo_only
campaign_0156,766821,12366,1170,18557.95,233.22,False,,False,,,,,,,,,,,,459.6506,690.7443,8.6808,neither
campaign_0157,245806,2048,202,8102.82,92.75,False,,True,"{'treatment_pre_conversions': 40.01604001732227, 'treatment_post_conversions': 120.69490455815941, 'control_pre_conversions': 34.2932208980757, 'control_post_conversions': 39.26272383439321, 'treatment_regions': 4, 'control_regions': 8}",,,,,40.01604001732227,120.69490455815941,34.2932208980757,39.26272383439321,4,8,147.8278,70.7552,0.8099,geo_only
campaign_0158,749599,10971,275,16237.54,93.05,False,,False,,,,,,,,,,,,212.2662,33.8796,0.1942,neither
campaign_0159,1234246,10747,607,38823.69,124.63,False,,True,"{'treatment_pre_conversions': 163.00502711428544, 'treatment_post_conversions': 257.810730815597, 'control_pre_conversions': 143.16425280647329, 'control_post_conversions': 143.4863214921747, 'treatment_regions': 9, 'control_regions': 10}",,,,,163.00502711428544,257.810730815597,143.16425280647329,143.4863214921747,9,10,513.9247,115.2918,0.3701,geo_only
campaign_0160,899970,24030,1915,101158.18,173.99,True,"{'control_conversions': 26, 'treatment_conversions': 38, 'control_size': 23982, 'treatment_size': 23983}",False,,26,38,23982,23983,,,,,,,802.3501,1046.7801,1.8005,lift_only
campaign_0161,1290035,20603,1727,42197.37,131.74,False,,True,"{'treatment_pre_conversions': 179.006259052324, 'treatment_post_conversions': 1183.9639113272017, 'control_pre_conversions': 150.03395417963065, 'control_post_conversions': 160.99135391536188, 'treatment_regions': 6, 'control_regions': 5}",,,,,179.006259052324,1183.9639113272017,150.03395417963065,160.99135391536188,6,5,706.8193,1029.2836,3.2134,geo_only
campaign_0162,868521,20225,2813,33956.64,166.88,False,,True,"{'treatment_pre_conversions': 322.1423930442936, 'treatment_post_conversions': 1453.7014118675681, 'control_pre_conversions': 356.6977013093154, 'control_post_conversions': 367.83469943919124, 'treatment_regions': 9, 'control_regions': 7}",,,,,322.1423930442936,1453.7014118675681,356.6977013093154,367.83469943919124,9,7,1714.2258,1073.2248,5.2743,geo_only
campaign_0163,115088,3410,163,14569.8,196.96,True,"{'control_conversions': 6, 'treatment_conversions': 11, 'control_size': 7177, 'treatment_size': 7177}",False,,6,11,7177,7177,,,,,,,74.2497,83.6643,1.131,lift_only
campaign_0164,1447808,23105,2636,77935.09,157.87,False,,True,"{'treatment_pre_conversions': 578.6633130694972, 'treatment_post_conversions': 1732.6682500995014, 'control_pre_conversions': 326.77872307093423, 'control_post_conversions': 323.20109385065797, 'treatment_regions': 4, 'control_regions': 5}",,,,,578.6633130694972,1732.6682500995014,326.77872307093423,323.20109385065797,4,5,1666.5068,995.8622,2.0173,geo_only
campaign_0165,765847,7229,578,8958.89,167.23,False,,True,"{'treatment_pre_conversions': 149.25370924728324, 'treatment_post_conversions': 255.41610810919605, 'control_pre_conversions': 90.34027869850203, 'control_post_conversions': 87.35139142425524, 'treatment_regions': 8, 'control_regions': 8}",,,,,149.25370924728324,255.41610810919605,90.34027869850203,87.35139142425524,8,8,468.0454,103.7145,1.9359,geo_only
campaign_0166,1527478,26995,1682,61042.34,124.96,False,,False,,,,,,,,,,,,701.4726,1019.2146,2.0865,neither
campaign_0167,1393610,45254,1620,164066.54,95.52,False,,True,"{'treatment_pre_conversions': 282.27251572818795, 'treatment_post_conversions': 579.3737603430246, 'control_pre_conversions': 277.00854397740846, 'control_post_conversions': 255.2085454358104, 'treatment_regions': 9, 'control_regions': 8}",,,,,282.27251572818795,579.3737603430246,277.00854397740846,255.2085454358104,9,8,1282.701,291.8111,0.1699,geo_only
campaign_0168,538012,16449,2141,36930.38,155.24,False,,True,"{'treatment_pre_conversions': 408.8013085152112, 'treatment_post_conversions': 1278.23727283403, 'control_pre_conversions': 389.0070492110127, 'control_post_conversions': 402.3381556669454, 'treatment_regions': 6, 'control_regions': 5}",,,,,408.8013085152112,1278.23727283403,389.0070492110127,402.3381556669454,6,5,1378.5349,770.4523,3.2388,geo_only
campaign_0169,1072198,17864,2367,31093.0,190.9,True,"{'control_conversions': 134, 'treatment_conversions': 194, 'control_size': 82749, 'treatment_size': 82749}",True,"{'treatment_pre_conversions': 284.55055318390373, 'treatment_post_conversions': 1284.073193700608, 'control_pre_conversions': 250.51297717420206, 'control_post_conversions': 276.0027780846754, 'treatment_regions': 8, 'control_regions': 8}",134,194,82749,82749,284.55055318390373,1284.073193700608,250.51297717420206,276.0027780846754,8,8,1450.5958,910.9411,5.5928,both
campaign_0170,955808,6958,512,17022.54,100.7,False,,True,"{'treatment_pre_conversions': 71.139010038528, 'treatment_post_conversions': 314.03198413067815, 'control_pre_conversions': 53.055333940327785, 'control_post_conversions': 54.75074818300348, 'treatment_regions': 6, 'control_regions': 5}",,,,,71.139010038528,314.03198413067815,53.055333940327785,54.75074818300348,6,5,246.6593,270.2774,1.5989,geo_only
campaign_0171,316916,4248,289,15377.1,133.29,False,,False,,,,,,,,,,,,124.2324,146.1817,1.2671,neither
campaign_0172,592086,10183,811,41406.48,87.03,True,"{'control_conversions': 35, 'treatment_conversions': 43, 'control_size': 28170, 'treatment_size': 28170}",True,"{'treatment_pre_conversions': 121.27147410321209, 'treatment_post_conversions': 445.6726876025597, 'control_pre_conversions': 118.14148302597692, 'control_post_conversions': 134.34297520034238, 'treatment_regions': 8, 'control_regions': 7}",35,43,28170,28170,121.27147410321209,445.6726876025597,118.14148302597692,134.34297520034238,8,7,510.6312,338.5327,0.7116,both
campaign_0173,913415,19477,2325,54971.52,110.53,True,"{'control_conversions': 92, 'treatment_conversions': 158, 'control_size': 60933, 'treatment_size': 60933}",False,,92,158,60933,60933,,,,,,,1248.2667,1070.757,2.153,lift_only
campaign_0174,828206,32258,872,41958.64,158.11,False,,False,,,,,,,,,,,,516.2613,380.2392,1.4328,neither
campaign_0175,993334,22921,1653,58985.22,236.52,False,,True,"{'treatment_pre_conversions': 478.4028337142489, 'treatment_post_conversions': 486.772175234014, 'control_pre_conversions': 464.0396292831634, 'control_post_conversions': 438.63466350908817, 'treatment_regions': 10, 'control_regions': 6}",,,,,478.4028337142489,486.772175234014,464.0396292831634,438.63466350908817,10,6,1563.6238,89.8573,0.3603,geo_only
campaign_0176,732449,13330,799,48819.3,199.25,True,"{'control_conversions': 9, 'treatment_conversions': 19, 'control_size': 20190, 'treatment_size': 20191}",True,"{'treatment_pre_conversions': 67.34530484598429, 'treatment_post_conversions': 509.4224560657044, 'control_pre_conversions': 62.8761918551309, 'control_post_conversions': 70.05494385241856, 'treatment_regions': 5, 'control_regions': 9}",9,19,20190,20191,67.34530484598429,509.4224560657044,62.8761918551309,70.05494385241856,5,9,301.2363,500.3996,2.0423,both
campaign_0177,1411949,17649,1768,37656.06,176.05,True,"{'control_conversions': 121, 'treatment_conversions': 133, 'control_size': 104650, 'treatment_size': 104651}",False,,121,133,104650,104651,,,,,,,1410.9146,324.233,1.5159,lift_only
campaign_0178,647179,20992,883,75127.0,245.75,False,,True,"{'treatment_pre_conversions': 143.12063109544118, 'treatment_post_conversions': 374.60466341187686, 'control_pre_conversions': 127.45172758399363, 'control_post_conversions': 118.6319945819702, 'treatment_regions': 9, 'control_regions': 9}",,,,,143.12063109544118,374.60466341187686,127.45172758399363,118.6319945819702,9,9,608.4628,284.9457,0.9321,geo_only
campaign_0179,138563,2160,205,3126.23,42.39,False,,True,"{'treatment_pre_conversions': 20.293887750861145, 'treatment_post_conversions': 128.5656320929969, 'control_pre_conversions': 19.226086808826157, 'control_post_conversions': 19.021775737946996, 'treatment_regions': 9, 'control_regions': 8}",,,,,20.293887750861145,128.5656320929969,19.226086808826157,19.021775737946996,9,8,95.4697,118.7077,1.6095,geo_only
campaign_0180,552680,15927,1859,22395.28,74.09,True,"{'control_conversions': 36, 'treatment_conversions': 43, 'control_size': 14993, 'treatment_size': 14994}",True,"{'treatment_pre_conversions': 286.2633289068848, 'treatment_post_conversions': 876.1035436480845, 'control_pre_conversions': 247.41883425352358, 'control_post_conversions': 253.89581309041841, 'treatment_regions': 4, 'control_regions': 9}",36,43,14993,14994,286.2633289068848,876.1035436480845,247.41883425352358,253.89581309041841,4,9,1147.9687,654.3233,2.1646,both
campaign_0181,315202,6577,471,13811.99,196.88,True,"{'control_conversions': 1, 'treatment_conversions': 23, 'control_size': 8012, 'treatment_size': 8012}",True,"{'treatment_pre_conversions': 42.289843802686185, 'treatment_post_conversions': 386.92377028244107, 'control_pre_conversions': 36.84049856926875, 'control_post_conversions': 38.3209304999003, 'treatment_regions': 4, 'control_regions': 5}",1,23,8012,8012,42.289843802686185,386.92377028244107,36.84049856926875,38.3209304999003,4,5,133.5006,333.285,4.7508,both
campaign_0182,416474,7229,890,13765.44,197.55,False,,False,,,,,,,,,,,,491.6337,380.4661,5.4601,neither
campaign_0183,1546884,40564,3982,55748.23,127.17,False,,True,"{'treatment_pre_conversions': 929.3620874633311, 'treatment_post_conversions': 1705.3352381137586, 'control_pre_conversions': 592.8823878824865, 'control_post_conversions': 610.3801607559119, 'treatment_regions': 8, 'control_regions': 8}",,,,,929.3620874633311,1705.3352381137586,592.8823878824865,610.3801607559119,8,8,3240.4885,742.581,1.694,geo_only
campaign_0184,1279383,12070,912,22793.43,107.79,False,,True,"{'treatment_pre_conversions': 71.9659548605902, 'treatment_post_conversions': 716.4718952310569, 'control_pre_conversions': 82.94704124444658, 'control_post_conversions': 75.22173272663564, 'treatment_regions': 5, 'control_regions': 6}",,,,,71.9659548605902,716.4718952310569,82.94704124444658,75.22173272663564,5,6,300.1984,583.1191,2.7577,geo_only
campaign_0185,496688,7821,475,19028.7,146.48,True,"{'control_conversions': 17, 'treatment_conversions': 23, 'control_size': 28481, 'treatment_size': 28482}",True,"{'treatment_pre_conversions': 46.4178253649761, 'treatment_post_conversions': 375.7126027109043, 'control_pre_conversions': 32.92474738390193, 'control_post_conversions': 33.226008615987965, 'treatment_regions': 5, 'control_regions': 9}",17,23,28481,28482,46.4178253649761,375.7126027109043,32.92474738390193,33.226008615987965,5,9,184.857,306.7399,2.3613,both
